,index,id,name,num_plugins,downloads,rating_count,rating,avg_down,avg_growth,std_growth,num_free,num_prem,first_page_free,first_page_premium,not_found,Top_premium
7625,7954,12720,content slideshow,7,3000.0,19,2.714285714,0.5947774447774449,-0.471031746031746,0.18561989625919567,2,5,1,16,3,566.0
5324,5604,7891,group chat,5,2350.0,138,3.357142857,15.386363636363635,0.8344444444444445,1.4803658677817029,1,4,1,16,3,562.5
5828,6124,768,stocks,13,7290.0,54,3.25,8.10381477496862,0.36495726495726494,0.6152359718198871,0,13,0,13,5,560.7692307692306
10979,11520,1249,Rewards,10,5240.0,160,2.12,22.994428904428897,0.6797222222222222,1.0332056521659132,1,9,1,9,10,560.0
1596,1827,5334,event booking,4,2220.0,112,4.875,22.04166666666667,0.495138888888889,1.2967230432785286,0,4,0,18,2,555.0
7336,7665,5523,instant,8,3810.0,32,2.818181818,7.567999708624709,0.1954861111111109,1.2323704422896091,4,4,4,4,2,552.5
11292,11833,10557,clocks,2,1100.0,8,2.0,7.393939393939394,-0.16250000000000006,0.3263157894736842,0,2,0,2,0,550.0
7928,8260,9592,check-ins,3,1300.0,12,2.625,7.991402116402115,-0.026851851851851863,0.5275176336400229,1,2,1,2,1,550.0
7790,8119,12775,info boxes,3,1170.0,12,2.666666667,2.81540404040404,-0.13703703703703699,0.3516942241940953,1,2,4,14,2,550.0
3197,3443,10768,issue management,2,1100.0,22,4.25,7.46969696969697,-0.41527777777777775,0.2368421052631579,0,2,0,18,2,550.0
4930,5206,9968,message board,2,1100.0,12,3.5,9.365530303030305,-0.7208333333333334,0.20657894736842106,0,2,0,16,4,550.0
5848,6144,4017,sequential number,2,1100.0,4,3.25,10.952651515151516,2.5375,0.7855263157894736,0,2,1,18,1,550.0
8700,9044,16284,confirm payment,2,1100.0,4,2.5,7.410984848484848,0.7499999999999999,1.0526315789473684,0,2,0,13,7,550.0
1123,1195,3833,import business listings,2,1100.0,3,5.0,2.875,-0.33333333333333337,0.21052631578947367,0,2,0,17,3,550.0
6084,6382,14466,el tiempo,3,2100.0,8,3.166666667,3.1462279040404035,2.8592592592592587,4.303139851906851,1,2,1,14,5,550.0
4256,4527,294,product category discount,2,1100.0,41,3.75,11.69128787878788,1.375,0.16710526315789476,0,2,0,18,2,550.0
7791,8120,10559,timers,2,1100.0,12,2.666666667,7.4981060606060606,0.009722222222222202,0.18289473684210525,0,2,0,2,1,550.0
4375,4646,10489,servicepro,2,1100.0,6,3.75,7.75036075036075,-0.33333333333333337,0.3723684210526316,0,2,0,2,0,550.0
2674,2909,5673,Pros,2,1100.0,14,4.5,17.831439393939394,3.3430555555555563,2.6381578947368416,0,2,0,2,0,550.0
6709,7007,1736,News Feed,3,1600.0,11,3.0,3.2610528360528366,0.7444444444444444,1.580642851872926,1,2,0,15,5,550.0
4864,5140,5139,chatroom,4,1280.0,51,3.5,16.27462121212121,1.252777777777778,1.412788316614462,2,2,2,2,2,550.0
171,171,9637,time to read,3,1200.0,48,5.0,5.132925407925408,0.3324074074074075,0.6733014720527428,1,2,0,18,2,550.0
4837,5113,8444,geo block,2,1100.0,29,3.5,31.10227272727273,3.8069444444444436,2.297368421052632,0,2,0,14,6,550.0
5441,5722,3129,iCalendar,6,3830.0,26,3.333333333,24.546600621600607,0.3578703703703705,0.9277145249299924,4,2,5,1,1,550.0
3178,3424,10769,issue manager,2,1100.0,25,4.25,5.5115384615384615,-0.4527777777777778,0.2934210526315789,0,2,0,19,1,550.0
6149,6447,7222,drupal,4,3500.0,73,3.142857143,35.85614801864802,0.0631944444444445,0.3901326883804231,2,2,2,2,4,550.0
6561,6859,9339,web conferencing,2,1100.0,20,3.0,194.4356060606061,5.669444444444442,0.9960526315789462,0,2,0,10,10,550.0
4109,4380,3514,pagseguro,8,52030.0,741,3.875,35.35931625498157,1.4057291666666665,4.451348625815462,6,2,6,2,1,550.0
5849,6145,4018,sequential order,2,1100.0,4,3.25,10.952651515151516,2.5375,0.7855263157894736,0,2,1,17,2,550.0
3758,4005,15267,automatic links,3,1300.0,17,4.0,1.5323620823620825,-0.5805555555555556,0.2642113417661748,1,2,1,16,3,550.0
1777,2008,1410,database security,2,1100.0,56,4.75,9.948863636363637,0.7055555555555557,1.0236842105263158,0,2,0,16,4,550.0
7307,7636,9365,youtube slider,2,1100.0,4,2.833333333,8.575757575757576,0.07916666666666666,0.10394736842105264,0,2,0,15,5,550.0
3482,3729,3316,wp_nav_menu,8,4940.0,24,4.0625,2.0296765734265736,-0.246875,0.3194361809254088,6,2,6,2,0,550.0
3657,3904,4656,piklist,2,1100.0,21,4.0,2.6893939393939394,-0.5875000000000001,0.08684210526315783,0,2,0,2,0,550.0
4332,4603,10815,content syndication,2,1100.0,9,3.75,3.270833333333333,0.04444444444444448,0.0763157894736842,0,2,1,15,4,550.0
5670,5966,11326,block adblock,3,1600.0,55,3.3,5.709595959595959,-0.36759259259259264,0.19229542778799666,1,2,1,13,6,550.0
6007,6304,7843,inventory manager,2,1100.0,32,3.166666667,25.113636363636363,0.1847222222222222,0.06842105263157898,0,2,0,14,6,550.0
5006,5282,3980,bacs,4,1270.0,14,3.5,3.229411604020979,1.1486111111111108,1.1955109580556025,2,2,2,2,0,550.0
10114,10648,9967,discussion board,2,1100.0,12,2.333333333,9.365530303030305,-0.7208333333333334,0.20657894736842106,0,2,1,17,2,550.0
5296,5575,2183,santa,4,1360.0,13,3.375,8.377695221445219,4.141319444444445,4.406853330835536,2,2,2,1,0,550.0
6486,6784,10373,woocommerce auction,2,1100.0,30,3.0,24.46022727272727,0.0972222222222221,1.1092105263157894,0,2,0,19,1,550.0
444,448,8482,Custom Design,3,1400.0,15,5.0,2.00491452991453,-0.27777777777777785,0.06119010535647471,1,2,0,18,2,550.0
809,837,2755,Uptime Robot,3,1160.0,8,5.0,3.805400155400157,0.7666666666666666,0.7129857801414435,1,2,1,6,2,550.0
5527,5810,8643,hype,3,1130.0,5,3.333333333,3.4863478535353543,-0.2898148148148149,0.6035712431967207,1,2,1,2,0,550.0
694,710,1304,Manage events,2,1100.0,6,5.0,0.8825757575757576,-0.4569444444444445,0.06315789473684211,0,2,1,16,3,550.0
8981,9342,253,email marketing tool,2,1100.0,2,2.5,18.15530303030303,3.1402777777777766,0.0013157894736841589,0,2,0,15,5,550.0
1757,1988,6433,expiring links,2,1100.0,88,4.75,21.284090909090907,0.5694444444444444,0.8776315789473683,0,2,1,17,2,550.0
10550,11085,14467,tiempo,2,1100.0,7,2.25,3.5375236742424243,4.575,4.501754385964913,0,2,0,2,0,550.0
5547,5830,10003,user-options,2,1100.0,4,3.333333333,1.1098484848484849,-0.35416666666666663,0.08026315789473681,0,2,0,2,1,550.0
4146,4417,11324,Adblock Blocker,3,1600.0,54,3.833333333,5.709595959595959,-0.36759259259259264,0.19229542778799666,1,2,2,11,7,550.0
10100,10634,7483,table reservation,3,1130.0,23,2.333333333,10.653982128982127,0.09259259259259264,0.3933269167043165,1,2,3,15,2,550.0
11434,11983,6059,error log,3,1140.0,9,2.0,7.635942760942763,-0.06388888888888887,0.6563889199867082,1,2,3,16,1,550.0
10097,10631,8445,geo security,2,1100.0,29,2.333333333,31.10227272727273,3.8069444444444436,2.297368421052632,0,2,1,12,7,550.0
281,282,10707,conversational,2,1100.0,17,5.0,11.005681818181818,3.9069444444444437,2.4078947368421053,0,2,0,2,0,550.0
8389,8721,10985,live call,3,1300.0,28,2.5,6.900252525252526,-0.6518518518518519,0.3628971858497825,1,2,1,17,2,550.0
2753,2989,9269,house for rent,2,1100.0,10,4.5,24.29545454545455,5.901388888888889,6.394559032716929,0,2,2,12,6,550.0
6642,6940,1209,official,3,1180.0,12,3.0,3.116355866355866,-0.22407407407407406,0.3134194691137984,1,2,1,2,0,550.0
2175,2409,4218,popup-contact-form,3,1650.0,20,4.666666667,2.044191919191919,-0.5361111111111111,0.07074331632861741,0,3,0,3,0,550.0
5785,6081,5354,street,3,1900.0,27,3.25,13.689354482323232,0.2851851851851853,0.61793124811183,1,2,1,2,2,550.0
1843,2075,5674,Pros & Cons,2,1100.0,27,4.75,18.22537878787879,5.25,0.771052631578947,0,2,0,17,3,550.0
8340,8672,12182,analytic,2,1100.0,15,2.5,2.2270104895104894,-0.3777777777777778,0.0394736842105263,0,2,0,2,0,550.0
7396,7725,1507,multi currency,3,1300.0,9,2.8,24.22348484848485,1.599074074074074,1.6154356051917982,1,2,0,13,7,550.0
628,644,11218,visual form builder,2,1100.0,7,5.0,6.1567307692307685,1.1319444444444444,1.532894736842105,0,2,0,18,2,550.0
2170,2404,9031,quick order,3,1120.0,22,4.666666667,11.87752525252525,-0.31018518518518523,0.6024457692554687,1,2,0,18,2,550.0
6462,6760,4167,stock keeping unit,3,11100.0,71,3.0,22.0753885003885,-0.03611111111111109,0.17999350215692078,1,2,1,9,0,550.0
3888,4142,15497,image changer,2,1100.0,7,4.0,1.1079545454545454,0.15694444444444444,0.5907894736842105,0,2,0,19,1,550.0
4956,5232,14802,Mass Email,2,1100.0,11,3.5,5.0078716856060606,-0.3333333333333333,0.03026315789473688,0,2,2,17,1,550.0
2675,2910,5675,Pros & Cons table,2,1100.0,14,4.5,17.831439393939394,3.3430555555555563,2.6381578947368416,0,2,0,14,4,550.0
4961,5237,4029,Worldpay,4,2200.0,26,3.5,4.99905303030303,-0.2048611111111111,0.4641637366024314,0,4,0,3,1,550.0
9871,10405,10575,to,2,1100.0,8,2.416666667,4.007575757575758,0.058333333333333286,0.4302631578947369,0,2,0,2,4,550.0
5086,5364,1738,news plugin,3,1140.0,10,3.5,2.5942760942760943,-0.07685185185185185,0.35025383224038625,1,2,3,16,1,550.0
